Name,Size at Posting,Created,Type,Likes,Comments,Shares,Love,Wow,Haha,Sad,Angry,Thankful,Video Share Status,Post Views,Total Views,Total Views for all Crossposts,URL,Message,Link,Final Link,Link Text,Description,Sponsor Id,Sponsor Name,Score
Apoio ao Moro,744093,2017-11-07 06:28:45 BRST,Native Video,19,0,0,0,0,1,0,0,0,share,516,410259,0,https://www.facebook.com/apoioaomoro/posts/539628829737486,,https://www.facebook.com/JContraCorrupcao/videos/887886898032869/,,Juventude Contra Corrupção,"O que você faria se um bandido entrasse na sua casa? Segundo o Tico Santa Cruz você deve ligar para o Batman. Já meus amigos Jair Messias Bolsonaro, Eduardo Bolsonaro e Carioca - Márvio Lucio acreditam que você deve ter o direito a se defender. Na minha casa, não tenho muros e nem grades e me sinto extremamente seguro, pois aqui se entrar eu meto bala e o bandido sabe disso!
Luis Miranda USA

Venha lutar conosco pelo Brasil! Curta nossa página: Juventude Contra Corrupção",,,-4.3
"Um Sonho,Ser Policial",1073363,2017-11-07 06:00:00 BRST,Link,1675,54,172,255,6,45,0,1,0,,0,0,0,https://www.facebook.com/948165078594272/posts/1546318568778917,"BOLSONARO diz que vai obrigar presos a trabalharem para pagar despesas em presídio! Se você apoia essa ideia, Curta 👍",http://www.portalpolicial.ml/2017/11/bolsonaro-diz-que-vai-obrigar-presos.html,,BOLSONARO diz que vai obrigar presos a trabalharem para pagar despesas em presídio,"O deputado federal Jair Bolsonaro (PSC-RJ) , aguarda as eleições de 2018 e caso seja confirmado sua vitoria para . Uma das primeiras medid...",,,6.308571428571429
Heróis de Farda Polícia Militar.,149614,2017-11-07 06:00:00 BRST,Link,451,19,100,35,1,10,0,0,0,,0,0,0,https://www.facebook.com/HeroisDeFardaPoliciaMilitar/posts/1612479715439728,"BOLSONARO diz que vai obrigar presos a trabalharem para pagar despesas em presídio! Se você também apoia esse projeto, Curta 👍",http://www.portalpolicial.ml/2017/11/bolsonaro-diz-que-vai-obrigar-presos.html,,BOLSONARO diz que vai obrigar presos a trabalharem para pagar despesas em presídio,"O deputado federal Jair Bolsonaro (PSC-RJ) , aguarda as eleições de 2018 e caso seja confirmado sua vitoria para . Uma das primeiras medid...",,,2.577405857740586
Boletim de Ocorrências RJ,472029,2017-11-07 05:31:20 BRST,Status,550,1919,32,9,8,28,4,11,0,,0,0,0,https://www.facebook.com/BoletimdeOcorrenciasrj/posts/1458228057564066,#Bomdia Enquete para Presidente. Se as eleições fossem hoje em quem você votaria? Responda nos comentários 1 - Lula 2 - Bolsonaro 3 - Marina Silva 4 - João Doria 5 - Ciro Gomes 6 - Geraldo Alckmin 7 - Outros 8 - Brancos/nulos/indecisos Vamos contabilizar os votos e depois mostrar o resultado.,,,,,,,8.652027027027026
Alagoas Notícias,N/A,2017-11-07 04:28:51 BRST,Native Video,0,1,0,0,0,0,0,0,0,share,380,65824,0,https://www.facebook.com/AlagoasNoticias10/posts/913483038799267,"Como disse é afirmo aqui abrimos espaço ao contraditório, veja o que diz os opositores de Bossonaro, rsrsrsr até 2018!",https://www.facebook.com/FernandoFrancischiniBR/videos/1345541762216433/,,Delegado Francischini,"Já percebeu o que os políticos que não gostam do Bolsonaro têm em comum?
ELES ESTÃO DESESPERADOS!",,,-120.0
Operação Lava Jato - Apoio Ao Juiz Sergio Moro,488467,2017-11-07 03:59:57 BRST,Link,216,14,0,4,1,1,0,1,0,,0,0,0,https://www.facebook.com/lavajatosergiomoro/posts/1566078423480189,A onda Bolsonaro2018 no Brasil..!,https://www.noticiasbrasilonline.com.br/pemedebistas-do-rio-assombrados-pesquisa-aponta-filho-de-bolsonaro-em-primeiro-lugar-para-o-senado/,,Rafael,Pemedebistas do Rio assombrados: pesquisa aponta filho de Bolsonaro em primeiro lugar para o Senado,,,1.1023255813953488
Eu Apoio a Lava Jato,193991,2017-11-07 03:59:37 BRST,Link,89,4,0,5,2,1,0,1,0,,0,0,0,https://www.facebook.com/EUAPOIOALAVAJATO/posts/938458352970271,A onda Bolsonaro2018 no Brasil..!,https://www.noticiasbrasilonline.com.br/pemedebistas-do-rio-assombrados-pesquisa-aponta-filho-de-bolsonaro-em-primeiro-lugar-para-o-senado/,,Rafael,Pemedebistas do Rio assombrados: pesquisa aponta filho de Bolsonaro em primeiro lugar para o Senado,,,-1.196078431372549
Eu Apoio a Lava Jato,193995,2017-11-07 03:59:37 BRST,Link,104,5,0,6,3,1,0,1,0,,0,0,0,https://www.facebook.com/EUAPOIOALAVAJATO/posts/938458352970271,A onda Bolsonaro2018 no Brasil..!,https://www.noticiasbrasilonline.com.br/pemedebistas-do-rio-assombrados-pesquisa-aponta-filho-de-bolsonaro-em-primeiro-lugar-para-o-senado/,,Rafael,Pemedebistas do Rio assombrados: pesquisa aponta filho de Bolsonaro em primeiro lugar para o Senado,,,-1.225
Brasil na Lava Jato,389783,2017-11-07 03:59:17 BRST,Link,97,9,0,3,0,2,0,0,0,,0,0,0,https://www.facebook.com/Brasilnalavajato/posts/2042972569273315,A onda Bolsonaro2018 no Brasil..!,https://www.noticiasbrasilonline.com.br/pemedebistas-do-rio-assombrados-pesquisa-aponta-filho-de-bolsonaro-em-primeiro-lugar-para-o-senado/,,Rafael,Pemedebistas do Rio assombrados: pesquisa aponta filho de Bolsonaro em primeiro lugar para o Senado,,,-1.3873873873873874
Repórter Maceió,366749,2017-11-07 03:55:51 BRST,Link,45,20,4,1,0,7,0,4,0,,0,0,0,https://www.facebook.com/reportermaceio/posts/513438919014220,Política.,http://www.reportermaceio.com.br/a-tv-vai-definir-quem-sera-eleito-presidente-em-2018/,,A TV vai definir quem será eleito presidente em 2018,"A TV vai definir quem será eleito presidente em 2018 6 de novembro de 2017 Lula? Alckmin? Dória? Marina? Bolsonaro? Ciro? Luciano Huck? Manuela D´Ávila? Quem será o próximo presidente do Brasil? A resposta dependerá da atuação do telejornalismo na campanha. Mais do que nunca, a TV vai ser o mais imp...",,,1.653061224489796
Exame,4250534,2017-11-07 02:59:00 BRST,Link,253,171,47,45,1,195,1,8,0,,0,0,0,https://www.facebook.com/Exame/posts/10155828197588953,#maislidasexame,https://exame.abril.com.br/brasil/bolsonarocontrata-professor-de-economia-basica/,,"Bolsonaro contrata professor de economia básica, diz jornal",,,,-1.3869625520110958
Carlos Áthila,13687,2017-11-07 02:50:30 BRST,Link,64,0,0,3,0,1,0,0,0,,0,0,0,https://www.facebook.com/athilacarlos/posts/1709507889122537,Convide seus amigos!,https://www.facebook.com/events/124456198236489/,,Carreata - Bolsonaro Uberlândia 15/11 13:30h,"Carreata pela cidade para mostrar que a Direita uberlandense existe e que estamos com Bolsonaro! 

VENHA VOCÊ TAMBÉM! CONVIDE SEUS AMIGOS!",,,1.5454545454545454
Contra o Golpe Fascista II,320510,2017-11-07 02:10:26 BRST,Link,366,108,277,3,10,53,15,135,0,,0,0,0,https://www.facebook.com/ContraFascista/posts/1786054511687843,"Já vamos adiantando: na lista de propostas que ele mesmo fez em vídeo (listamos no texto) não tem nada pra economia, saúde ou educação. Tem destruição das florestas, polícia matando e índios sendo exterminados... Leia as 16 propostas de Bolsonaro presidente:",https://contraogolpefascista.wordpress.com/2017/11/07/as-propostas-horrendas-de-jair-bolsonaro/,,As propostas HORRENDAS de Jair Bolsonaro,"Em vídeo publicado no facebook no último sábado (4), o deputado Jair Bolsonaro (PSC) criticou a forma como vem sendo tratado pela grande mídia, com desproporção de espaço e conotação pejorativa em …",,,4.336322869955157
Carlos Bolsonaro,246815,2017-11-07 02:07:29 BRST,Photo,2995,182,417,405,10,351,1,1,0,,0,0,0,https://www.facebook.com/cbolsonaro/posts/1440667299315378,Tem Bolsonaro no Senado sim e PMDB pode ir se aliando ao PSDB e ao PT pra tentar nos derrubar na presidência. Vão ter que ter muito lastro!😂,https://www.facebook.com/cbolsonaro/photos/a.568834103165373.1073741834.509607359088048/1440667185982056/?type=3,,,,,,2.3189792663476876
Contra o Golpe Fascista II,320510,2017-11-07 02:05:24 BRST,Link,35,1,18,0,0,4,0,5,0,,0,0,0,https://www.facebook.com/ContraFascista/posts/1786048978355063,Bolsonaro contratou um professor de economia pra parar de passar vergonha em entrevistas. Mas é um simpatizante de tortura e ditaduras. Leia mais:,https://contraogolpefascista.wordpress.com/2017/11/07/bolsonaro-escolhe-professor-simpatizante-a-ditaduras-e-tortura-para-ensina-lo-economia/,,Bolsonaro escolhe professor simpatizante a ditaduras e tortura para ensiná-lo economia,"A economista Laura Carvalho comentou nas redes sociais a contratação de Adolfo Sachsida, pesquisador do Ipea e filiado ao DEM, para ser uma espécie de professor e conselheiro do pré-candidato Jair …",,,-3.5396825396825395
NINJA ES,37294,2017-11-07 01:54:17 BRST,Link,43,1,0,2,0,1,0,0,0,,0,0,0,https://www.facebook.com/ESNINJAES/posts/1477506598951927,"Se o prefake de SP, cidadão Vila Velhense rsrs teve ato de repúdio. Se os paulostanos vão fazer um ato de repúdio a Jair Bolsonaro. Se o cidadão condenado por incitação ao estupro e por atacar quilombolas com palavras agressivas vem a Vitória. Os capixabas têm o dever de repudiar a sua vinda a capital capixaba.",https://www.facebook.com/events/138441556793788/,,Ato de Repúdio a Jair Bolsonaro,"[ ESSE EVENTO É REAL ]

No seu aniversário de 62 anos, Jair Messias Bolsonaro será agraciado com uma singela homenagem de repúdio a sua candidatura, suas falas e sua existência.

#BolsonaroNunca",,,-1.8936170212765957
Rio Conservador,432270,2017-11-07 01:53:53 BRST,Native Video,3874,97,9,155,95,8,10,11,0,share,42161,701312,0,https://www.facebook.com/RioConservador/posts/1887964754847342,Por que o Brasil não se desenvolve??,https://www.facebook.com/RioConservador/videos/1854068038237014/,,Rio Conservador,"Depois desse vídeo, você vai querer votar em Bolsonaro",,,-1.0439070204273304
Por Um Brasil Melhor,113778,2017-11-07 01:37:49 BRST,Link,27,2,7,4,0,1,0,1,0,,0,0,0,https://www.facebook.com/PorUmBrasilMelhorUrgente/posts/793246417544838,Pemedebistas do Rio assombrados: pesquisa aponta filho de Bolsonaro em primeiro lugar para o Senado,https://www.noticiasbrasilonline.com.br/pemedebistas-do-rio-assombrados-pesquisa-aponta-filho-de-bolsonaro-em-primeiro-lugar-para-o-senado/,,Pemedebistas do Rio assombrados: pesquisa aponta filho de Bolsonaro em primeiro lugar para o Senado - Noticias Brasil Online,"A coluna Expresso, da revista semanal Época, informa nesta segunda-feira (6) que o deputado estadual Flávio Bolsonaro (PSC) aparece liderando uma pesquisa aparentemente encomendada pelo PMDB fluminense. Os números deixaram os peemedebistas do Rio de Janeiro “estarrecidos”, segundo a coluna.",,,-2.1666666666666665
Eu Apoio a Lava Jato,193995,2017-11-07 01:34:50 BRST,Link,76,7,11,4,1,1,0,3,0,,0,0,0,https://www.facebook.com/EUAPOIOALAVAJATO/posts/938416752974431,Pemedebistas do Rio assombrados: pesquisa aponta filho de Bolsonaro em primeiro lugar para o Senado,https://www.noticiasbrasilonline.com.br/pemedebistas-do-rio-assombrados-pesquisa-aponta-filho-de-bolsonaro-em-primeiro-lugar-para-o-senado/,,Pemedebistas do Rio assombrados: pesquisa aponta filho de Bolsonaro em primeiro lugar para o Senado - Noticias Brasil Online,"A coluna Expresso, da revista semanal Época, informa nesta segunda-feira (6) que o deputado estadual Flávio Bolsonaro (PSC) aparece liderando uma pesquisa aparentemente encomendada pelo PMDB fluminense. Os números deixaram os peemedebistas do Rio de Janeiro “estarrecidos”, segundo a coluna.",,,-1.5048543689320388
Eu Apoio a Lava Jato,193991,2017-11-07 01:34:50 BRST,Link,70,6,10,4,0,1,0,2,0,,0,0,0,https://www.facebook.com/EUAPOIOALAVAJATO/posts/938416752974431,Pemedebistas do Rio assombrados: pesquisa aponta filho de Bolsonaro em primeiro lugar para o Senado,https://www.noticiasbrasilonline.com.br/pemedebistas-do-rio-assombrados-pesquisa-aponta-filho-de-bolsonaro-em-primeiro-lugar-para-o-senado/,,Pemedebistas do Rio assombrados: pesquisa aponta filho de Bolsonaro em primeiro lugar para o Senado - Noticias Brasil Online,"A coluna Expresso, da revista semanal Época, informa nesta segunda-feira (6) que o deputado estadual Flávio Bolsonaro (PSC) aparece liderando uma pesquisa aparentemente encomendada pelo PMDB fluminense. Os números deixaram os peemedebistas do Rio de Janeiro “estarrecidos”, segundo a coluna.",,,-1.7741935483870968
Operação Lava Jato - Apoio Ao Juiz Sergio Moro,488467,2017-11-07 01:31:45 BRST,Link,112,8,18,8,3,1,0,0,0,,0,0,0,https://www.facebook.com/lavajatosergiomoro/posts/1566001236821241,Pemedebistas do Rio assombrados: pesquisa aponta filho de Bolsonaro em primeiro lugar para o Senado,https://www.noticiasbrasilonline.com.br/pemedebistas-do-rio-assombrados-pesquisa-aponta-filho-de-bolsonaro-em-primeiro-lugar-para-o-senado/,,Pemedebistas do Rio assombrados: pesquisa aponta filho de Bolsonaro em primeiro lugar para o Senado - Noticias Brasil Online,"A coluna Expresso, da revista semanal Época, informa nesta segunda-feira (6) que o deputado estadual Flávio Bolsonaro (PSC) aparece liderando uma pesquisa aparentemente encomendada pelo PMDB fluminense. Os números deixaram os peemedebistas do Rio de Janeiro “estarrecidos”, segundo a coluna.",,,-1.4533333333333334
Brasil na Lava Jato,389783,2017-11-07 01:30:47 BRST,Link,155,10,26,6,0,3,0,2,0,,0,0,0,https://www.facebook.com/Brasilnalavajato/posts/2042944425942796,Pemedebistas do Rio assombrados: pesquisa aponta filho de Bolsonaro em primeiro lugar para o Senado,https://www.noticiasbrasilonline.com.br/pemedebistas-do-rio-assombrados-pesquisa-aponta-filho-de-bolsonaro-em-primeiro-lugar-para-o-senado/,,Pemedebistas do Rio assombrados: pesquisa aponta filho de Bolsonaro em primeiro lugar para o Senado - Noticias Brasil Online,"A coluna Expresso, da revista semanal Época, informa nesta segunda-feira (6) que o deputado estadual Flávio Bolsonaro (PSC) aparece liderando uma pesquisa aparentemente encomendada pelo PMDB fluminense. Os números deixaram os peemedebistas do Rio de Janeiro “estarrecidos”, segundo a coluna.",,,1.270440251572327
Bertolino Ricardo Almeida BRA 2018,58298,2017-11-07 01:10:14 BRST,Link,1,0,0,0,0,0,0,0,0,,0,0,0,https://www.facebook.com/BRA2018/posts/2115207755374401,https://www.facebook.com/BRA2018/,http://www.debateprogressista.com.br/luciana-oliveira-jerimiada-e-as-propostas-estapafurdias-de-bolsonaro/,,Luciana Oliveira: Jerimiada e as propostas estapafúrdias de Bolsonaro,"Em vídeo publicado no facebook no último sábado (4), o deputado Jair Bolsonaro (PSC) criticou a forma como vem sendo tratado pela grande mídia, com despropo",,,-0.9333333333333333
Zueira Total,352100,2017-11-07 01:09:21 BRST,Native Video,181,53,0,25,0,187,0,1,0,share,6412,8843,0,https://www.facebook.com/zueiratotaloriginal/posts/1515397148554063,B O L S O M I T O 2 0 1 9 CURTA: All Memes aqui é bolsonaro !,https://www.facebook.com/AllMemeS2/videos/361446274283337/,,All Memes,"Quando o bolsonaro for presidente kkk
CURTA: All Memes

CRÉDITOS: SAM",,,-4.850111856823267
Bertolino Ricardo Almeida BRA 2018,58298,2017-11-07 01:03:43 BRST,Status,0,0,0,0,0,0,0,0,0,,0,0,0,https://www.facebook.com/BRA2018/posts/2115205805374596,"Olha, eu sou político e nunca roubei.... diz bolsonaro. Aí ele vira quase Jesus, porque fez apenas o que lhe é pago pra fazer... pode isso?",,,,,,,-14.0
Vim do Futuro pra Dizer que o Bolsonaro Virou Presidente,175838,2017-11-07 01:01:15 BRST,Photo,136,0,58,1,0,2,7,0,0,,0,0,0,https://www.facebook.com/VimdoFuturopraDizerqueoBolsonaroVirouPresidente/posts/726530537531864,Infelizmente — Products shown: Jair Messias Bolsonaro - The Last Jedi and Camiseta Jair Acostumando (PROMOCIONAL).,https://www.facebook.com/VimdoFuturopraDizerqueoBolsonaroVirouPresidente/photos/a.510190315832555.1073741829.503641819820738/726530504198534/?type=3,,,,,,-2.4019607843137254
O Jacaré de tanga,259300,2017-11-07 00:42:43 BRST,Link,1161,44,62,115,10,39,1,2,0,,0,0,0,https://www.facebook.com/jacaredetanga/posts/509729329382659,https://www.google.com.br/amp/epoca.globo.com/amp/politica/expresso/noticia/2017/11/filho-de-bolsonaro-aparece-em-sondagem-como-favorito-para-ser-senador-pelo-rio.html:=:http://epoca.globo.com/politica/expresso/noticia/2017/11/filho-de-bolsonaro-aparece-em-sondagem-como-favorito-para-ser-senador-pelo-rio.html,https://www.google.com.br/amp/epoca.globo.com/amp/politica/expresso/noticia/2017/11/filho-de-bolsonaro-aparece-em-sondagem-como-favorito-para-ser-senador-pelo-rio.html,http://epoca.globo.com/politica/expresso/noticia/2017/11/filho-de-bolsonaro-aparece-em-sondagem-como-favorito-para-ser-senador-pelo-rio.html,Filho de Bolsonaro aparece em sondagem como favorito para ser senador pelo Rio,O levantamento foi encomendado pelo PMDB,,,1.959016393442623
Disponivel.com,251376,2017-11-07 00:40:07 BRST,Photo,5,1,0,0,0,2,0,0,0,,0,0,0,https://www.facebook.com/disponivel.site/posts/10155719549540340,"Veja: Homofóbico, Bolsonaro afirma que ""a maioria dos gays"" votam nele http://dlvr.it/PzbxKD:=:https://disponivel.uol.com.br/acapa/politica/homofobico-bolsonaro-afirma-que-a-maioria-dos-gays-votam-nele/2/14/30418",https://www.facebook.com/disponivel.site/photos/a.437141480339.220110.39752915339/10155719549540340/?type=3,,Timeline Photos,,,,-18.25
Baixada Viva Notícias,310988,2017-11-07 00:39:03 BRST,Status,664,2499,37,11,7,37,1,31,0,,0,0,0,https://www.facebook.com/baixadavivanoticias/posts/1104085603028157,Enquete para Presidente. Se as eleições fossem hoje em quem você votaria? Responda nos comentários 1 - Lula 2 - Bolsonaro 3 - Marina Silva 4 - João Doria 5 - Ciro Gomes 6 - Geraldo Alckmin 7 - Outros 8 - Brancos/nulos/indecisos Vamos contabilizar os votos e depois mostrar o resultado.,,,,,,,8.017073170731708
Diário Online,651159,2017-11-07 00:30:01 BRST,Link,1060,559,232,150,18,924,5,19,0,,0,0,0,https://www.facebook.com/doldiarioonline/posts/1507492622679176,Depois de declarar que não entedia sobre o assunto...,http://www.diarioonline.com.br/noticias/brasil/noticia-464050-.html,,Bolsonaro contrata professor para ter aulas sobre economia,"Depois de tanto deixar a desejar nas suas explicações sobre a economia nacional, o presidenciável Jair Bolsonaro (PSC-RJ) resolveu contratar um...",,,6.549668874172186
Radarmaringa Frases Viral,920171,2017-11-07 00:20:45 BRST,Native Video,518,18,0,1,4,0,88,21,0,share,6557,309368,0,https://www.facebook.com/Radarmaringa2/posts/1862664700427851,Triste demais! COMPARTILHE!,https://www.facebook.com/SdPessuttiOficial/videos/1878570202458722/,,Sd Pessutti,"Menina vê sua mãe morrendo e ninguém faz nada! Esse é o país do absurdo!Estou cansado! 
É isso que nós, cidadãos de bem, merecemos? 
Levanta Brasil! #Paraná #Maringá #Bolsonaro",,,1.2195121951219512
BOPE Tropa de Elite,755521,2017-11-07 00:20:16 BRST,Native Video,881,160,0,3,8,0,602,230,0,share,40825,291272,0,https://www.facebook.com/BOPEBatalhaodeOperacoesEspeciais/posts/1734553223518310,Triste demais! COMPARTILHE!,https://www.facebook.com/SdPessuttiOficial/videos/1878570202458722/,,Sd Pessutti,"Menina vê sua mãe morrendo e ninguém faz nada! Esse é o país do absurdo!Estou cansado! 
É isso que nós, cidadãos de bem, merecemos? 
Levanta Brasil! #Paraná #Maringá #Bolsonaro",,,1.4627329192546583
Plantão Urgente,599076,2017-11-07 00:19:15 BRST,Native Video,587,122,0,3,6,1,419,158,0,share,30031,296079,0,https://www.facebook.com/plantaourgente01/posts/1733334193639477,Triste demais! COMPARTILHE!,https://www.facebook.com/SdPessuttiOficial/videos/1878570202458722/,,Sd Pessutti,"Menina vê sua mãe morrendo e ninguém faz nada! Esse é o país do absurdo!Estou cansado! 
É isso que nós, cidadãos de bem, merecemos? 
Levanta Brasil! #Paraná #Maringá #Bolsonaro",,,1.5940959409594095
Boina Preta,959664,2017-11-07 00:18:29 BRST,Native Video,974,148,0,4,15,0,688,312,0,share,40772,292292,0,https://www.facebook.com/boinapretaoficiall/posts/549538658734413,Triste demais! COMPARTILHE!,https://www.facebook.com/SdPessuttiOficial/videos/1878570202458722/,,Sd Pessutti,"Menina vê sua mãe morrendo e ninguém faz nada! Esse é o país do absurdo!Estou cansado! 
É isso que nós, cidadãos de bem, merecemos? 
Levanta Brasil! #Paraná #Maringá #Bolsonaro",,,2.207216494845361
Sargento Galesco,480982,2017-11-07 00:17:56 BRST,Native Video,227,54,0,0,1,0,173,54,0,share,10033,309368,0,https://www.facebook.com/SargentoGalesco/posts/1030442390429552,Triste demais! COMPARTILHE!,https://www.facebook.com/SdPessuttiOficial/videos/1878570202458722/,,Sd Pessutti,"Menina vê sua mãe morrendo e ninguém faz nada! Esse é o país do absurdo!Estou cansado! 
É isso que nós, cidadãos de bem, merecemos? 
Levanta Brasil! #Paraná #Maringá #Bolsonaro",,,1.950191570881226
Bolsonaro Presidente 2018,110062,2017-11-07 00:17:17 BRST,Native Video,1814,109,0,130,6,37,0,0,0,share,10481,102999,0,https://www.facebook.com/bolsonaropresidente2018sim/posts/561643907501275,ESSA PESQUISA ESTÁ MAIS COERENTE!!!,https://www.facebook.com/coebolsonaro2018/videos/1433442810037941/,,COE Bolsonaro 2018,"Mais um resultado de pesquisa esmagador, com Bolsonaro liderando em todos os cenários.

Fonte: VOX POPULI

O ACRE É BOLSONARO

#ChupaLula

CURTAM E COMPARTILHEM",,,1.7437603993344426
Sd Pessutti,361566,2017-11-07 00:12:35 BRST,Native Video,2084,488,5644,20,17,2,1025,373,0,original,42699,308161,0,https://www.facebook.com/SdPessuttiOficial/posts/1878570202458722,"Menina vê sua mãe morrendo e ninguém faz nada! Esse é o país do absurdo!Estou cansado! É isso que nós, cidadãos de bem, merecemos? Levanta Brasil! #Paraná #Maringá #Bolsonaro",https://www.facebook.com/SdPessuttiOficial/videos/1878570202458722/,,,,,,6.380039656311963
Alagoas Notícias,N/A,2017-11-07 00:08:09 BRST,Link,8,12,0,0,0,3,0,1,0,,0,0,0,https://www.facebook.com/AlagoasNoticias10/posts/913390852141819,"REJEITADO PELO PRONA, JAIR BOLSONARO PERDE O ESPAÇO QUE SONHAVA, PARA O DR. REY, FUTURO CANDIDATO A PRESIDENTE DO BRASIL PELO PARTIDO DO DR. FINADO ENÉAS. QUE DECADÊNCIA HEINNN BOLSONARO ??? http://www.diariodocentrodomundo.com.br/essencial/dr-hollywood-se-lanca-candidato-ao-planalto-pelo-prona/",http://www.diariodocentrodomundo.com.br/essencial/dr-hollywood-se-lanca-candidato-ao-planalto-pelo-prona/,,Dr. Hollywood se lança candidato ao Planalto pelo Prona,"Da Veja SP: O médico cirurgião plástico Robert Rey, conhecido no Brasil como Dr. Hollywood em função de seu reality show nos Estados Unidos, anunciou ser pré-candidato ao Palácio do Planalto pelo P…",,,-1.2083333333333333
Bolsonaro Opressor 2.0,908058,2017-11-07 00:05:38 BRST,Native Video,1244,195,200,118,3,668,0,0,0,original,28356,29379,0,https://www.facebook.com/Bolsonaroopressor2.0/posts/1608157772555897,Quando o Bolsonaro for eleito presidente Via: South America Memes - Maquina de Memes Aberta,https://www.facebook.com/Bolsonaroopressor2.0/videos/1608157772555897/,,,,,,1.0584132519616392
Rede Interativa MS,62174,2017-11-06 23:53:54 BRST,Native Video,4,0,0,0,0,1,0,0,0,share,631,894,0,https://www.facebook.com/redeinterativams/posts/1503130429783654,,https://www.facebook.com/voouver/videos/192142444680599/,,Voouver,"*Triste notícia:*
Hoje pela manhã, Centro do Rio de Janeiro, tentaram assaltar a mãe de Bolsonaro. Câmeras de vídeo registraram o momento...",,,-9.4
Alagoas Notícias,N/A,2017-11-06 23:53:43 BRST,Native Video,37,26,0,0,0,2,0,0,0,share,1114,44269,0,https://www.facebook.com/AlagoasNoticias10/posts/913384908809080,"OLHA SÓ O NÍVEL: Enquanto se pergunta ao (acho que) candidato mal educado Jair Bolsonaro o que ele fará pela educação, se acontecer o super milagre de ser eleito, ele diz: ESSA PARTE É COM O MINISTRO DA EDUCAÇÃO e sai pela tangente ... A MESMA PERGUNTA FOI FEITA AO PRÉ-CANDIDATO CIRO GOMES RESPONDE: https://www.facebook.com/EhoradoCiro/videos/135236070468117/",https://www.facebook.com/EhoradoCiro/videos/135236070468117/,,É hora do Ciro,,,,-1.8615384615384616
Carlos Áthila,13683,2017-11-06 23:42:51 BRST,Photo,19,0,0,1,0,0,0,0,0,,0,0,0,https://www.facebook.com/athilacarlos/posts/1709371482469511,,https://www.facebook.com/athilacarlos/photos/a.1708213619251964.1073741833.1386958154710847/1709371329136193/?type=3,,Photos from Carlos Áthila's post,,,,-4.7
The Real Rap/Hip-Hop,552468,2017-11-06 23:41:38 BRST,Native Video,140,39,0,0,0,0,0,0,0,share,6706,73664,0,https://www.facebook.com/HipHop000/posts/1599918910071896,,https://www.facebook.com/HipHop000/videos/1599388930124894/,,The Real Rap/Hip-Hop,Bolsonaro puto da vida em San Andreas.,,,-4.905027932960894
Portal DM.Net,121757,2017-11-06 23:33:16 BRST,Live Video Complete,15,9,7,6,0,2,0,1,0,original,156,387,0,https://www.facebook.com/portaldmoficial/posts/1673149809417772,Quem leva o maior apoio na corrida presidencial? Bolsonaro ou Ciro?,https://www.facebook.com/portaldmoficial/videos/1673149809417772/,,,,,,-4.175
Dilma Bolada,1781579,2017-11-06 23:26:29 BRST,Photo,1222,657,361,25,15,2723,22,126,0,,0,0,0,https://www.facebook.com/DilmaBolada/posts/1310027565802564,"Segundo o Estadão, o pré-candidato à Presidência, Jair Bolsonaro, contratou um professor para ter aulas particulares de economia básica para se preparar melhor para os debates ano que vem. O próprio já declarou que não entende de economia. #Enem #Eleições2018 #BoladaNews",https://www.facebook.com/DilmaBolada/photos/a.107280846077248.9647.106696649469001/1310027482469239/?type=3,,,,,,-2.2238400310619295
Geledés Instituto da Mulher Negra,678174,2017-11-06 23:04:00 BRST,Link,1397,161,425,252,10,91,3,3,0,,0,0,0,https://www.facebook.com/geledes/posts/10154840393471816,"“Faço parte de uma comunidade de apoio aos brasileiros em Portugal. Tem muita gente que entra para pedir informações porque pretende vir para cá. Um desses é fã de boçalnaro com aquele discurso de ódio a esquerda degenerada"". #geledes #Portugal",https://www.geledes.org.br/aos-desavisados-que-pretendem-morar-em-portugal/,,Aos desavisados que pretendem morar em Portugal - Geledés,"Aviso de Rita Voss , brasileira residente em Portugal , aos coxinhas que desejam migrar pro país. Especialmente aos simpatizantes de Bolsonaro: Por liana Costa, via Cyntia Boschi Pinto Do Bem Blogado “Faço parte de uma comunidade de apoio aos brasileiros em Portugal. Tem muita gente que entra para p...",,,9.520325203252032
Marco Maia,194314,2017-11-06 23:01:17 BRST,Native Video,516,133,538,34,8,19,0,5,0,original,11249,15511,0,https://www.facebook.com/depmarcomaia/posts/1955008817847945,a jovem Karina Santos explica qual a ligação entre Bolsonaro com Eduardo Cunha,https://www.facebook.com/depmarcomaia/videos/1955007031181457/,,Karina Santos fala de Bolsonaro,,,,-2.2513966480446927
Odécio Carneiro,82444,2017-11-06 22:41:22 BRST,Link,64,2,19,1,0,0,0,1,0,,0,0,0,https://www.facebook.com/OdecioRCarneiro/posts/1537390029691058,"Finalmente, uma análise realista! Clique no link abaixo e entenda: http://sensoincomum.org/2017/11/03/forca-eleitoral-jair-bolsonaro/",http://sensoincomum.org/2017/11/03/forca-eleitoral-jair-bolsonaro/,,A força eleitoral de Jair Bolsonaro – Senso Incomum,Entenda por que o Deputado Jair Bolsonaro é um candidato muito mais forte do que as pesquisas revelam e o que esperar de sua candidatura,,,-1.3793103448275863
